#{"t_start": 1781113351.3320537, "env_id": "None"}
r,l,t
133.618299,57,37.55536
98.072083,48,37.734814
125.664614,54,37.939666
124.069565,55,38.15756
101.975624,50,38.360286
151.405666,61,38.592798
126.313798,54,38.804138
214.648502,75,39.107915
182.597808,68,39.374038
178.596081,65,39.628797
169.551913,65,39.87989
123.107468,54,40.087716
110.618574,50,40.27616
142.126447,58,40.501874
130.09003,55,40.713965
172.445252,65,40.964673
108.322211,50,41.15998
175.14375,65,41.414665
199.014206,71,41.690841
123.717116,53,41.89227
156.086555,62,42.475996
174.953813,65,42.760041
125.630674,55,42.975305
94.318797,47,43.15689
159.599229,61,43.397878
91.822091,47,43.577445
172.504269,65,43.82935
150.080177,60,44.053152
131.12182,55,44.259921
139.26674,57,44.486139
138.665787,57,44.709811
134.74412,57,44.931642
188.407864,70,45.211321
184.03571,68,45.479693
117.623922,53,45.688992
154.772101,62,45.937173
83.731909,45,46.104085
97.553353,48,46.288105
107.895828,51,46.49123
165.063323,65,46.748839
128.565919,55,46.966576
115.081401,53,47.175549
152.231766,60,47.413686
151.363473,61,47.656318
146.165717,60,47.894606
151.285379,61,48.135362
235.257676,82,48.464223
133.652152,56,48.681692
167.10846,64,48.928092
133.96168,57,49.150422
116.527397,53,49.356168
116.301211,52,49.573612
306.545014,96,49.950705
101.867964,49,50.137689
157.069776,62,50.375608
136.306899,57,50.991693
109.10564,51,51.195599
144.44382,60,51.424613
136.995586,57,51.643866
150.428927,62,51.952775
119.17399,53,52.159566
280.784422,90,52.519112
118.73735,54,52.734413
219.822335,76,53.026403
90.635863,46,53.197501
107.084243,50,53.384717
155.006057,61,53.621036
118.117345,53,53.821856
101.856729,50,54.017995
116.706216,53,54.220494
175.680737,67,54.483021
189.881162,70,54.754023
62.707642,41,54.912182
115.109789,53,55.109962
72.554854,42,55.273509
145.102422,60,55.509323
92.776089,47,55.68662
152.015357,60,55.913713
84.615545,45,56.088218
104.356268,49,56.264689
89.548043,47,56.450994
90.073218,46,56.636013
139.896043,57,56.860554
118.349912,53,57.063941
210.798239,73,57.347898
168.135699,66,57.61313
145.13831,59,57.845098
209.831695,74,58.130662
77.244777,44,58.299996
150.671711,61,58.542245
139.258995,58,58.765323
135.05175,56,59.367676
142.923536,59,59.617098
250.502699,83,59.926609
159.752114,63,60.15896
78.514277,44,60.321696
196.254452,70,60.587339
100.650075,48,60.769678
121.956459,53,60.965338
115.862807,52,61.161944
115.756166,53,61.368774
99.706585,48,61.551701
200.809991,72,61.827614
164.355693,64,62.072638
136.774123,56,62.288416
111.437907,52,62.47874
95.103218,47,62.666124
109.890213,51,62.858444
116.695549,54,63.06659
125.556456,54,63.281826
134.648132,57,63.50111
114.86508,52,63.70584
138.3568,59,63.936928
153.074981,62,64.177523
153.912274,61,64.415622
206.449819,75,64.711409
114.052563,52,64.914134
311.750391,98,65.292384
92.281588,47,65.473194
102.199239,49,65.663792
101.517656,49,65.849933
152.815871,61,66.088703
111.326614,52,66.28987
243.630904,81,66.583189
97.124261,47,66.744081
105.698021,50,66.91209
117.907623,53,67.422637
129.074346,55,67.680915
106.242905,51,67.876155
240.150047,82,68.184997
154.569463,61,68.402092
116.424124,52,68.585516
115.318441,52,68.771706
83.802761,45,68.929627
171.575936,66,69.165285
143.321027,58,69.375508
89.339724,46,69.537616
103.664313,50,69.716867
109.03399,51,69.893744
123.728918,55,70.094861
165.691082,63,70.331663
143.631922,58,70.541201
108.139675,50,70.723807
94.564369,47,70.897085
194.84102,71,71.140646
107.717275,49,71.313441
113.376902,51,71.495907
87.140351,46,71.663742
101.67555,49,71.837551
108.988576,50,72.018741
146.338746,59,72.227763
131.107892,56,72.426629
157.646188,61,72.643764
198.407367,72,72.895772
166.168967,64,73.123359
188.40176,69,73.367693
116.081573,52,73.552614
134.407167,56,73.758219
99.147763,48,73.925358
132.903441,57,74.130623
140.448818,58,74.335173
141.958855,59,74.544031
126.780163,54,74.738378
110.08233,52,75.351247
125.416279,55,75.56366
239.157001,82,75.865707
130.381064,55,76.06655
107.382832,51,76.247283
110.646125,51,76.427779
118.188438,54,76.615562
130.530382,56,76.81407
113.092736,51,77.016165
112.371964,52,77.216995
123.821113,55,77.41516
248.257066,84,77.721575
91.903404,47,77.888925
116.383092,53,78.077265
145.176575,59,78.285215
152.958952,61,78.497901
153.882097,61,78.71786
108.857501,52,78.901584
113.575139,53,79.091953
134.847553,56,79.297026
97.905132,49,79.470294
94.18235,48,79.644444
178.354108,66,79.880807
126.490698,56,80.0783
124.662718,54,80.265979
196.118963,71,80.514235
126.986189,56,80.712353
129.606908,56,80.909803
156.108315,61,81.135108
137.294191,57,81.334948
69.61713,41,81.483175
138.608603,59,81.693454
159.713923,62,81.912992
144.142549,59,82.116525
117.846562,53,82.300006
120.459163,54,82.486207
146.18136,59,83.102645
199.727905,72,83.370888
133.320048,56,83.576256
228.005785,78,83.864448
155.950893,62,84.085473
128.674345,56,84.281435
147.31572,60,84.488855
125.643148,55,84.683489
173.221302,65,84.909036
105.668686,50,85.085357
150.003151,60,85.298844
147.778001,60,85.50919
121.348732,54,85.70446
122.006605,53,85.894483
123.931307,55,86.082935
141.828975,58,86.282922
103.992903,49,86.452776
134.76846,56,86.649041
98.833736,49,86.829312
161.79144,62,87.048121
138.730299,57,87.250772
125.257001,55,87.442038
179.094106,68,87.688793
132.653297,58,87.892766
90.80883,46,88.053586
115.451033,52,88.238359
97.828745,48,88.406272
169.948083,65,88.633889
91.773693,48,88.821939
234.51876,79,89.102256
116.846576,53,89.285684
113.828935,52,89.472329
121.67248,53,89.65944
120.266036,53,89.853227
137.574343,57,90.051673
87.351726,46,90.216735
211.391068,74,90.898314
108.916569,51,91.089278
121.046189,54,91.287732
303.52525,95,91.625569
181.998755,66,91.86676
167.128791,63,92.091353
131.732777,55,92.284257
86.827698,47,92.44598
155.629385,62,92.659298
107.648134,50,92.841666
159.141423,61,93.060596
158.669704,62,93.27777
151.29379,60,93.486881
132.509992,57,93.692287
224.8166,78,93.97543
111.275146,51,94.160186
119.444592,53,94.346393
114.603752,52,94.523716
162.767775,64,94.758966
144.881607,59,94.964386
166.978959,64,95.187909
241.093977,81,95.472382
175.461358,67,95.704781
127.987418,56,95.905262
169.726366,64,96.133727
104.578662,50,96.312802
137.82852,57,96.515188
192.99344,69,96.759359
105.011676,49,96.928213
124.429129,54,97.121602
138.090495,58,97.328815
100.712808,49,97.503699
159.110723,62,97.71762
162.920144,65,97.963397
171.001409,65,98.600339
145.326462,58,98.818419
129.226987,56,99.022523
152.07808,60,99.239439
99.357428,49,99.412059
114.974304,53,99.600243
124.188734,54,99.793861
137.667514,58,100.024103
162.868957,64,100.2463
168.978351,64,100.472129
124.939635,55,100.667723
115.069676,51,100.858957
143.945796,58,101.066816
93.76,48,101.239076
139.780385,57,101.435531
136.406194,57,101.633378
99.026016,48,101.809879
91.436173,48,101.982058
96.440422,48,102.151367
137.544093,56,102.348682
209.1024,73,102.605628
179.814859,66,102.838791
125.594473,55,103.035379
100.619456,50,103.212998
263.456004,85,103.509623
159.50432,62,103.726328
92.607162,48,103.904062
139.566054,58,104.107243
132.728767,56,104.308515
166.414097,64,104.535054
180.62728,68,104.775961
144.595533,59,104.99249
107.395469,52,105.18336
250.477661,85,105.488371
97.053022,48,105.662751
174.3243,66,106.382143
123.55295,54,106.573739
126.519791,55,106.774506
195.488479,70,107.033325
170.538905,65,107.270447
105.504421,49,107.441445
151.892784,60,107.651553
142.064788,58,107.855628
93.35011,47,108.024613
99.249928,48,108.192154
179.367864,67,108.427985
123.934846,53,108.622146
173.52919,66,108.857252
115.07895,53,109.049133
142.291173,58,109.257482
166.30914,64,109.485456
111.611043,52,109.671838
123.026142,54,109.872784
126.773109,55,110.066448
114.111571,51,110.245469
139.784096,57,110.454243
121.296029,53,110.639167
166.940585,65,110.870062
115.506909,51,111.061925
243.95325,81,111.345422
127.01999,56,111.545452
129.280721,55,111.740413
127.143934,56,111.942689
123.71514,55,112.144978
103.87007,50,112.31719
123.113919,54,112.506712
147.304014,59,112.711692
161.520043,63,112.942065
133.954483,58,113.149429
163.417444,64,113.378165
146.518237,60,113.94041
157.122702,61,114.197519
104.713542,49,114.376441
97.767062,48,114.555014
188.562186,69,114.800719
149.735584,60,115.01924
105.052783,50,115.201447
150.131138,61,115.41714
136.987825,58,115.622758
122.564304,53,115.811846
122.421615,54,116.006293
149.021822,60,116.219835
123.886234,54,116.415168
162.176249,63,116.635027
143.975484,58,116.842634
136.937216,59,117.056947
177.276615,66,117.288757
88.097696,46,117.453033
107.993196,51,117.634766
128.250942,56,117.833982
109.279065,51,118.016664
113.248895,52,118.206218
113.229632,53,118.393804
148.984295,59,118.601228
156.456505,61,118.821752
158.444656,63,119.054227
81.082804,45,119.21871
131.85122,56,119.415999
108.224673,50,119.595028
135.131673,57,119.802017
113.882951,51,119.984007
128.823524,56,120.182424
180.977206,67,120.419003
152.566184,61,120.638233
156.047181,63,120.863826
203.820959,73,121.123771
99.671461,47,121.706116
166.509215,65,121.995586
99.252954,50,122.183128
129.763302,55,122.385737
100.827627,48,122.559594
103.507975,49,122.735196
103.699352,50,122.906767
206.936777,72,123.201572
144.378217,59,123.417779
116.468123,53,123.611917
154.926466,62,123.837542
129.547554,56,124.040442
215.463009,76,124.316521
136.756908,57,124.516182
157.413741,61,124.733287
172.729567,66,124.972174
124.012867,54,125.168193
140.447101,57,125.375633
127.034672,55,125.571339
144.843136,58,125.775189
146.679475,59,125.992189
155.76788,63,126.219858
112.179651,51,126.400249
108.169822,51,126.58321
130.643195,56,126.782542
118.986014,54,126.977087
92.337606,47,127.146485
99.540579,48,127.320065
101.42235,50,127.494897
154.197066,60,127.708206
143.839263,58,127.913434
96.012603,49,128.098057
111.066662,51,128.279207
111.687522,51,128.459641
96.251517,48,128.630961
118.222272,52,128.817558
128.141553,57,129.022053
90.716511,47,129.595863
117.18079,53,129.822999
87.060689,46,129.989699
128.723466,54,130.193062
106.039996,51,130.376784
95.773148,49,130.557682
180.61541,67,130.797101
150.565787,60,131.0141
156.690481,62,131.238047
106.094477,50,131.41586
173.867463,66,131.649525
126.078699,54,131.842956
148.974441,61,132.066981
78.83352,45,132.22915
155.278777,62,132.446747
111.440259,52,132.628399
145.509591,59,132.839102
119.246227,53,133.027693
108.12068,52,133.222421
166.470612,64,133.450003
180.971124,67,133.684541
109.735795,50,133.865041
181.399476,67,134.105978
167.129936,63,134.329834
111.272521,52,134.521613
124.585739,54,134.715067
106.370346,51,134.892857
155.884876,61,135.11615
225.017292,77,135.40636
160.51323,62,135.63344
120.023362,53,135.821445
225.79943,77,136.09579
123.890528,54,136.29166
130.485259,57,136.49288
173.706876,67,136.728373
132.954252,57,137.328957
148.044973,61,137.614192
117.640647,52,137.808672
164.896739,63,138.040554
115.215627,53,138.239277
150.032238,61,138.461309
92.32459,47,138.631964
120.359488,53,138.822819
105.871431,49,138.996292
107.579502,50,139.181877
133.052273,56,139.374918
127.471759,55,139.57316
119.007689,52,139.762968
95.304539,48,139.939221
172.891,66,140.178101
145.927176,59,140.389137
148.65875,59,140.596266
148.268091,60,140.809081
91.002586,46,140.972428
169.894033,64,141.206518
109.638809,50,141.39083
129.410687,56,141.595737
147.221121,60,141.808738
125.056173,55,142.002779
115.719572,52,142.189948
137.583588,58,142.398486
207.674328,74,142.665673
126.230412,56,142.86661
81.851834,46,143.02881
104.833829,50,143.215022
141.797216,58,143.421354
148.121218,60,143.643489
129.156714,56,143.842479
126.056667,54,144.033677
130.576037,55,144.235839
170.758809,65,144.464118
155.693969,61,144.683465
148.28181,60,145.33654
120.03269,53,145.540281
136.613456,57,145.749734
179.07256,66,145.991402
106.996987,50,146.175383
105.79786,51,146.363325
134.846195,57,146.573025
106.569593,49,146.751716
145.357788,59,146.963072
91.951778,47,147.131871
134.249286,56,147.334616
118.599441,53,147.523728
123.138642,54,147.751656
124.801804,55,147.945996
96.789029,47,148.11471
130.159212,56,148.320521
148.848531,60,148.537226
102.215023,49,148.722564
162.853666,63,148.95526
131.033145,57,149.162488
118.409554,53,149.356508
114.433135,52,149.543594
87.03864,46,149.706742
144.090732,60,149.922048
161.465794,62,150.13945
176.188486,67,150.381987
123.5171,54,150.575295
139.313712,57,150.786922
196.524065,70,151.040752
83.888739,45,151.207663
133.878125,57,151.412164
126.595755,55,151.60832
124.904471,55,151.811516
111.072623,50,151.98749
130.119175,55,152.186021
81.153339,45,152.347348
95.458457,47,152.520225
118.308972,52,153.049519
109.032099,51,153.293457
233.147074,81,153.595682
117.582094,53,153.790818
118.915879,54,153.990464
128.100799,56,154.197647
270.900385,88,154.518149
120.255974,53,154.711705
100.795574,49,154.894195
145.655071,59,155.106097
137.301615,57,155.312473
152.624562,60,155.525735
153.052442,61,155.748442
94.207708,47,155.919556
144.906372,60,156.140606
141.165913,58,156.356807
107.481907,50,156.537422
118.149867,52,156.719863
168.64376,66,156.955639
114.431482,52,157.140256
126.59954,54,157.33924
141.468498,57,157.543462
121.844793,54,157.742316
147.757733,60,157.959397
112.590428,51,158.143154
171.530588,65,158.378068
159.603864,63,158.602304
125.772514,55,158.799729
158.411288,61,159.018003
180.941083,70,159.2751
131.23357,55,159.474556
163.175369,64,159.700086
79.379241,44,159.861824
312.222822,97,160.206604
135.301291,56,160.411871
136.643407,56,161.025385
126.764326,54,161.247006
122.093196,54,161.453085
144.715391,59,161.667445
137.244145,56,161.875901
125.855853,54,162.072655
113.260929,51,162.25774
149.799818,61,162.482268
158.71193,61,162.699276
127.420539,55,162.895459
117.484694,52,163.082705
202.412811,73,163.350105
99.05854,49,163.530751
111.959327,51,163.719089
158.082958,61,163.943978
230.462847,78,164.221846
103.762581,49,164.401033
173.645283,66,164.638961
153.61397,62,164.864161
94.104453,47,165.035956
107.587835,50,165.21243
331.267125,102,165.595437
190.542108,69,165.84476
137.92174,57,166.057681
100.666939,48,166.234333
168.084731,64,166.467183
159.457079,62,166.689991
119.803714,54,166.880619
108.702039,50,167.056951
147.899168,59,167.268588
130.423087,56,167.475691
179.939993,66,167.709814
114.466293,53,167.901068
123.871847,53,168.094165
319.04042,102,168.837964
131.936837,56,169.084001
107.737272,50,169.274122
146.348509,60,169.49464
96.745223,48,169.671601
107.173611,50,169.856504
140.816977,59,170.077608
138.332654,58,170.2886
213.261369,74,170.560005
99.143818,48,170.731349
98.790916,49,170.912996
121.895026,54,171.108631
101.054017,48,171.277311
118.74143,53,171.472843
111.7956,51,171.658675
96.82257,48,171.831097
118.432304,53,172.027144
314.92759,99,172.385863
103.39295,50,172.568226
149.688185,59,172.783281
149.205005,60,173.005035
133.08993,56,173.205019
128.267723,55,173.403506
112.546322,51,173.589757
181.15551,68,173.833008
221.499246,77,174.112741
139.994391,58,174.322958
166.59307,63,174.555681
177.079776,66,174.796754
85.440308,47,174.963996
153.544004,62,175.194247
203.70945,72,175.461277
115.963246,52,175.643415
149.504682,59,175.853136
143.01329,58,176.065351
128.646219,56,176.266232
112.524867,52,176.892077
119.287997,54,177.101725
98.692687,49,177.281633
127.713922,56,177.488611
146.108073,60,177.712233
117.882139,52,177.89896
132.255597,57,178.105345
160.040778,62,178.330328
144.331149,59,178.548716
103.324724,49,178.7285
124.2806,55,178.926252
145.550569,59,179.138844
130.178421,56,179.339779
139.840865,58,179.555069
165.118855,63,179.782031
136.271971,57,179.990924
127.484699,55,180.188852
141.382119,58,180.400881
177.252772,67,180.645694
103.175338,49,180.818437
79.460617,44,180.979334
99.905273,49,181.155714
263.125046,87,181.473891
119.152405,54,181.663823
105.730646,51,181.846352
122.073745,54,182.041752
143.810698,59,182.258164
125.516543,54,182.460599
159.105661,62,182.685181
155.759126,61,182.904528
171.552542,66,183.142246
101.602433,50,183.322571
133.869457,56,183.528414
165.023658,63,183.760801
105.414775,50,183.940288
97.459527,48,184.114858
109.672512,51,184.729887
111.624015,51,184.929406
132.720672,56,185.135408
101.805674,50,185.358326
125.630911,54,185.593362
122.195117,53,185.79849
236.51049,81,186.095463
88.574481,46,186.26577
140.845155,58,186.481745
130.036264,56,186.691494
141.558575,58,186.900383
163.618294,64,187.135391
164.676052,64,187.370578
76.38219,43,187.530902
144.831373,59,187.742117
145.353293,59,187.957642
119.615939,53,188.147523
303.314588,96,188.494966
193.901188,70,188.768274
187.397057,69,189.024752
123.342507,54,189.223475
130.854689,55,189.428075
172.679207,65,189.674166
90.146365,46,189.851826
137.699826,58,190.065945
145.894138,59,190.28495
71.287371,43,190.440837
144.98657,60,190.663566
128.783204,55,190.863018
188.149434,69,191.113387
199.655415,72,191.379257
100.630463,49,191.558246
189.419277,68,191.807145
190.354306,69,192.05936
151.140195,61,192.692156
97.047561,48,192.916044
165.212221,64,193.16065
126.570957,56,193.368399
143.007297,59,193.587139
194.598199,69,193.843067
202.609228,72,194.111305
161.531959,63,194.34503
106.59576,51,194.537614
152.512655,61,194.766553
235.187517,80,195.058645
140.675892,59,195.270605
170.973855,66,195.526674
142.677083,59,195.747672
145.417061,58,195.983772
154.367102,62,196.212415
108.350749,51,196.399331
141.634932,58,196.612204
130.798886,56,196.820795
137.303099,58,197.033148
181.00317,67,197.276156
151.760311,61,197.50049
125.315664,55,197.701797
141.49347,59,197.914415
141.260398,58,198.1241
141.895295,58,198.333113
111.005766,51,198.51659
116.320313,53,198.713481
141.471231,58,198.922302
194.325245,71,199.179395
246.460757,83,199.481798
99.311779,48,199.659038
84.930727,45,199.825646
152.674804,61,200.043231
120.650011,53,200.237695
95.837686,47,200.879737
121.714059,54,201.08393
141.817909,58,201.301244
114.016254,51,201.488135
182.308611,67,201.733156
123.896402,54,201.929498
150.066125,59,202.14553
190.662148,70,202.399666
131.648795,56,202.612294
111.178689,52,202.807775
145.272218,59,203.023284
159.455604,62,203.246183
136.583025,58,203.459466
125.366332,55,203.665143
178.411895,66,203.902365
98.138137,48,204.079919
140.140678,57,204.286094
130.381073,56,204.490099
129.627124,55,204.694697
155.009462,62,204.925119
118.828959,52,205.110441
97.723178,49,205.292732
115.840472,53,205.484035
119.461904,53,205.679136
122.398987,54,205.879171
177.389527,66,206.120762
171.746661,65,206.358629
121.096257,54,206.552384
235.179982,79,206.842293
100.324056,49,207.025288
102.020454,49,207.200176
125.526785,54,207.394167
90.926244,46,207.562178
111.852758,53,207.756603
85.102416,46,207.923529
118.800545,54,208.118652
115.879693,53,208.755642
138.691123,58,209.008029
193.76756,71,209.280819
169.599577,65,209.52172
129.24006,55,209.727898
116.072177,51,209.915085
118.049681,54,210.109616
169.147901,66,210.351606
86.44922,45,210.513599
155.246933,61,210.742121
156.101338,61,210.964844
125.376164,55,211.170671
174.280757,66,211.403425
168.925321,65,211.639099
118.209516,53,211.837615
182.069128,68,212.08653
161.44281,63,212.316227
157.466273,62,212.540559
136.945558,59,212.758196
148.257687,60,212.977894
121.137757,54,213.170795
176.954133,66,213.411266
127.674283,56,213.614431
172.390974,66,213.856464
116.921831,52,214.048908
153.363472,61,214.272346
149.987187,61,214.494961
212.597475,75,214.77533
126.018156,56,214.981498
149.185182,60,215.199969
228.894692,78,215.484556
174.043139,66,215.72698
158.409948,62,215.959236
134.762883,56,216.16576
111.793254,51,216.82413
159.487984,62,217.065676
217.450046,75,217.352196
181.832154,68,217.603466
142.067771,57,217.818808
90.874548,46,217.989122
161.934801,64,218.222571
188.30605,69,218.472004
103.544992,50,218.655718
136.700581,57,218.868958
164.31946,64,219.105356
123.198471,55,219.30415
135.644731,57,219.508187
126.548977,55,219.706626
309.547829,96,220.066911
133.774755,56,220.274838
142.086174,57,220.476027
118.456499,53,220.669776
98.793758,49,220.856916
175.573227,67,221.100213
214.214738,76,221.373579
93.008529,46,221.537727
114.299941,52,221.726271
142.481859,59,221.94522
222.159336,77,222.227742
122.287594,54,222.419724
107.391969,50,222.603534
146.546749,59,222.824329
110.624128,51,223.012062
134.573744,57,223.220994
91.177066,47,223.39239
113.027216,51,223.57754
116.352044,52,223.773383
163.487311,64,224.008038
104.244317,49,224.191252
206.751665,75,224.906621
97.711926,48,225.09493
120.459943,53,225.292936
125.303595,55,225.494735
192.724128,71,225.768886
129.349227,57,225.988038
86.99583,46,226.159118
195.470617,71,226.416487
243.246614,81,226.710614
133.776808,57,226.924837
139.956069,59,227.139454
180.994963,67,227.383236
203.64907,72,227.642807
148.996791,60,227.865226
161.163988,64,228.100201
166.761454,65,228.337871
117.823611,53,228.53172
147.367593,59,228.746046
90.167319,46,228.920485
128.864952,56,229.123679
109.675683,52,229.308671
125.73009,56,229.511554
176.002207,67,229.764385
155.397399,63,230.002171
96.778633,50,230.179933
79.699956,44,230.344825
156.609443,61,230.564032
115.598493,52,230.749071
103.589912,50,230.937471
230.933883,79,231.229856
76.897104,44,231.388391
120.952645,54,231.584785
120.192764,54,231.778999
145.76299,58,231.999455
176.671587,67,232.595719
112.880353,51,232.860614
152.437301,59,233.089483
319.173193,99,233.456271
169.702229,65,233.692299
116.950206,53,233.900072
168.087592,65,234.195564
117.086749,52,234.422774
129.512408,55,234.669015
203.583256,73,234.986832
173.050116,65,235.268927
212.651523,74,235.554176
133.704637,56,235.768741
175.258447,67,236.02758
130.047147,56,236.238699
135.800565,57,236.459522
101.803094,48,236.632191
143.00272,58,236.863861
141.90853,59,237.093565
383.683983,114,237.52411
129.013217,56,237.738846
96.158311,49,237.927882
139.294156,59,238.157747
170.956323,65,238.392078
98.705547,49,238.568993
81.965974,44,238.731912
177.129926,66,238.981519
114.198499,52,239.174008
200.521167,71,239.434559
94.732467,47,239.607026
86.937865,45,239.772946
108.31652,51,239.965492
130.151065,55,240.168584
146.623031,60,240.387863
158.951629,62,241.085642
89.175434,46,241.316811
131.174249,56,241.532841
109.791285,50,241.714472
266.245922,87,242.036974
149.217485,60,242.256098
113.590226,52,242.446735
153.044575,61,242.668821
115.064017,52,242.855623
117.644861,52,243.048809
183.560325,68,243.301139
162.411277,63,243.532475
172.672279,66,243.772214
150.405993,61,244.001301
370.884522,110,244.407534
262.558861,85,244.718356
144.941584,58,244.940433
154.475527,61,245.191549
128.327394,55,245.393917
179.692996,67,245.635101
149.129917,59,245.849483
120.000765,55,246.057406
163.211513,63,246.291604
169.751979,65,246.532444
185.607666,68,246.78178
135.07967,56,246.987441
122.170593,54,247.185753
191.75875,69,247.432896
266.658985,87,247.748714
94.559436,48,247.930229
132.377829,58,248.142108
142.340008,58,248.359477
77.596052,42,248.512257
144.700769,59,249.141178
207.566896,74,249.465448
122.31469,53,249.662653
152.822605,61,249.894756
107.343888,50,250.083158
130.287215,56,250.293242
136.279576,57,250.501123
120.415362,53,250.698537
133.252726,56,250.906714
169.575078,65,251.144667
115.79031,52,251.341692
236.850689,81,251.642156
142.824986,60,251.868652
167.494718,64,252.106534
90.496645,46,252.27752
134.253688,57,252.490371
151.695748,61,252.710274
106.786105,50,252.89186
199.689968,71,253.159102
171.248579,65,253.396199
136.354614,58,253.60937
179.166112,66,253.847483
145.255183,59,254.064311
173.644867,66,254.308874
105.986312,51,254.494445
135.481839,58,254.70899
189.430169,68,254.96026
119.241914,53,255.154069
112.398034,52,255.349729
113.376863,52,255.538898
139.377869,58,255.762579
137.43631,58,255.984516
175.294419,67,256.235322
135.540853,56,256.442293
166.679321,64,256.677702
322.477422,101,257.485535
167.321221,64,257.726768
170.957759,66,257.974392
180.09997,67,258.224323
143.884452,59,258.44213
97.389809,48,258.62043
118.44671,53,258.811037
147.224382,59,259.028339
87.772029,46,259.197075
112.386564,51,259.387843
255.855357,85,259.696632
117.557796,52,259.892128
117.81456,53,260.092376
109.351022,52,260.282791
132.797603,57,260.493689
115.459241,53,260.686437
115.21858,52,260.876762
137.690023,59,261.099533
91.289466,47,261.269094
191.786814,70,261.529722
188.601498,69,261.779252
128.65569,55,261.979049
89.573559,47,262.154274
118.218369,53,262.345708
145.132407,60,262.568803
112.324575,51,262.751813
154.551973,62,262.980199
149.153743,60,263.202268
161.630874,62,263.436881
136.379577,56,263.640645
