#{"t_start": 1781113350.8857193, "env_id": "None"}
r,l,t
139.848671,58,39.562325
93.542421,47,39.747612
107.193018,50,39.94277
140.498175,58,40.167817
130.506341,55,40.380459
211.811005,75,40.662429
104.530303,50,40.857929
111.068264,51,41.053977
144.364508,60,41.286915
157.96575,61,41.525021
88.845986,45,41.701998
107.64783,51,41.900387
151.860763,59,42.129399
165.26764,63,42.367069
131.288778,56,42.931713
196.040536,70,43.232505
100.837482,48,43.421039
113.984249,52,43.620638
86.28617,45,43.799108
107.935982,49,43.989649
245.34817,82,44.307011
166.84085,65,44.549513
75.904611,43,44.709882
73.617459,42,44.879023
128.391311,55,45.094559
123.214134,54,45.307919
190.057892,71,45.58583
83.970695,44,45.758954
101.046243,49,45.95313
173.192714,66,46.216181
122.87784,54,46.427308
103.563603,50,46.613207
122.131905,54,46.829414
179.276882,67,47.09103
163.97151,63,47.34273
102.002027,48,47.529658
151.466572,61,47.769862
144.396456,60,48.010261
105.679522,51,48.213487
197.624566,71,48.494487
154.24023,62,48.735949
121.358981,54,48.955641
159.438604,62,49.198121
145.902332,59,49.427393
104.181445,50,49.621071
98.388454,48,49.806231
230.439929,77,50.120306
260.351734,86,50.458861
133.311595,57,50.674789
160.761637,63,51.276352
125.931963,54,51.529128
144.37026,58,51.751228
126.521606,54,51.959725
164.618866,63,52.273408
131.272587,55,52.487303
155.431653,61,52.721335
108.778025,51,52.930698
129.39895,56,53.153009
122.792354,54,53.361612
129.336389,55,53.568754
142.671926,59,53.789861
96.187939,47,53.971765
132.412357,56,54.182964
127.883218,54,54.392215
143.805659,59,54.619228
127.489201,55,54.829628
148.619751,60,55.064808
152.235637,62,55.305797
118.569778,54,55.510814
154.392631,62,55.749472
177.967596,66,56.009915
122.028299,53,56.209809
224.60954,78,56.505222
101.943385,50,56.689064
135.564799,58,56.916984
134.699192,55,57.135739
155.673453,61,57.375996
139.576686,58,57.599379
104.751445,50,57.793979
123.691392,55,58.017195
165.899783,64,58.269267
134.580955,56,58.483223
145.434089,59,58.713034
131.094325,55,58.927509
105.340385,50,59.126589
165.381122,64,59.741962
140.27546,59,60.005231
192.93592,71,60.269291
158.565358,62,60.501311
145.828225,60,60.719824
102.795367,50,60.908536
130.271092,56,61.125369
109.456259,50,61.314598
125.508323,54,61.512223
122.24176,54,61.716654
130.384974,56,61.9312
156.095137,61,62.171208
132.328186,56,62.383096
118.675077,52,62.584172
185.546841,69,62.845528
95.114892,47,63.027507
126.992444,55,63.233615
93.725603,48,63.419235
152.283617,60,63.655547
168.187245,65,63.906723
104.904238,51,64.106644
174.216304,65,64.362856
111.873683,51,64.559508
143.635487,58,64.785094
113.862023,52,64.987401
128.370137,55,65.208003
116.174001,52,65.410094
146.149335,60,65.641025
95.111593,48,65.826566
156.980458,62,66.069406
125.653225,55,66.276973
132.205147,57,66.501528
135.516755,56,66.717733
118.246076,53,66.912205
163.11529,64,67.137001
108.380677,50,67.301881
160.555524,63,67.835094
106.526283,51,68.089034
61.855407,39,68.239417
146.067059,59,68.462104
134.824327,56,68.66874
167.182255,64,68.89746
115.546447,52,69.083567
183.286224,68,69.3222
316.566618,99,69.671941
141.741999,59,69.886463
125.263167,54,70.081419
114.875635,52,70.265555
148.42303,60,70.476942
103.993146,51,70.668131
144.943407,58,70.881582
117.893384,55,71.081906
144.600418,57,71.291221
141.129202,59,71.495223
198.6097,72,71.748608
182.06293,68,71.991519
160.941085,63,72.219686
116.323038,53,72.409955
86.448906,46,72.57392
114.70558,51,72.753065
269.661929,88,73.068225
230.171136,79,73.344574
143.01744,59,73.555329
129.884251,55,73.752032
111.677068,51,73.930048
109.839734,51,74.114434
96.472304,48,74.288524
199.774779,72,74.545739
125.320991,54,74.733695
171.085811,65,74.965517
149.004454,60,75.180945
137.712092,58,75.819668
77.990145,44,75.986292
131.920018,55,76.192254
194.199816,71,76.453701
118.797521,53,76.639049
294.76913,94,76.96825
125.651409,55,77.162282
173.504122,66,77.397317
128.220517,56,77.635011
114.296508,51,77.815379
139.299158,58,78.028735
94.260562,47,78.200715
111.487934,51,78.379625
211.614417,75,78.645298
135.064384,56,78.84203
124.694541,55,79.035045
139.775603,58,79.243265
95.569942,47,79.411126
216.227653,75,79.684265
100.693486,48,79.857523
92.457227,46,80.020059
101.866524,49,80.198403
167.4435,65,80.430149
117.372419,53,80.615314
93.179826,47,80.777773
106.503795,50,80.953898
142.639354,59,81.16177
105.643401,51,81.338707
137.930852,57,81.550078
138.966478,58,81.757257
142.745749,58,81.962496
128.835132,55,82.160199
131.826826,56,82.358063
95.229829,48,82.522676
180.042633,69,82.762332
297.645375,93,83.469203
124.483839,55,83.698814
121.631715,53,83.892535
97.782402,48,84.073098
121.086438,54,84.267249
118.925728,53,84.459313
89.13632,47,84.626479
134.417469,56,84.820506
132.714978,56,85.016215
84.867589,45,85.176644
145.611521,59,85.379398
89.251593,46,85.540993
76.685355,43,85.69422
190.795408,71,85.94394
200.033274,72,86.206793
157.442924,62,86.423463
197.302499,73,86.671919
105.024504,50,86.849034
152.013031,60,87.055862
143.545729,59,87.270889
191.692992,70,87.518281
218.356872,76,87.785447
136.77382,57,87.988412
134.457876,57,88.193607
131.749014,56,88.392069
136.026879,58,88.595314
143.710181,59,88.803909
170.583128,64,89.027122
121.949448,53,89.232999
110.928415,51,89.409245
263.048667,87,89.717589
111.611009,51,89.901297
173.67953,66,90.137114
120.443076,53,90.325866
153.542513,62,90.544731
176.544632,66,91.16569
122.729456,55,91.400619
129.049066,56,91.604766
144.977769,59,91.817683
164.182525,64,92.046419
129.932857,56,92.252913
101.705811,49,92.4251
179.747374,67,92.66179
121.490036,53,92.848605
104.785573,49,93.017738
88.729264,47,93.185735
113.221798,51,93.365296
103.463771,48,93.536253
181.005099,66,93.767245
124.232019,54,93.957413
118.697056,54,94.152237
93.480761,48,94.325987
170.102755,65,94.564224
124.078922,54,94.752627
132.055723,55,94.94253
125.576489,55,95.135833
129.08403,56,95.341362
127.023714,55,95.531857
112.093727,51,95.709637
103.311238,49,95.88348
138.364513,57,96.079162
136.461631,57,96.282373
102.983884,51,96.464753
113.086945,51,96.648427
176.95281,67,96.886331
153.509184,60,97.097156
132.04866,57,97.300732
184.836927,68,97.53737
94.045814,47,97.70671
305.800946,97,98.051681
157.529223,63,98.276281
125.40442,55,98.84494
83.050016,44,99.042727
126.938066,54,99.244915
255.390904,85,99.552813
113.311279,52,99.7405
108.283211,51,99.923946
93.521138,48,100.090552
167.00703,65,100.321317
150.767708,60,100.559699
100.121241,49,100.730107
107.742181,50,100.907669
94.784914,48,101.076653
126.554552,56,101.288295
110.401809,51,101.471923
105.257311,50,101.647616
105.882675,50,101.824953
141.973312,58,102.025075
107.430466,51,102.206443
110.181226,51,102.392258
129.025128,55,102.586617
160.661256,62,102.805051
204.002275,73,103.060941
173.305742,66,103.294803
110.880488,50,103.473594
112.642063,52,103.659069
148.454975,61,103.875311
265.067558,88,104.181147
166.111632,63,104.410252
157.017418,62,104.627185
133.175255,56,104.828966
148.281501,60,105.038491
139.339813,57,105.244952
121.426863,54,105.442758
142.058299,59,105.657945
105.901374,50,105.837374
107.65382,51,106.019364
119.420268,53,106.658708
139.858199,57,106.897455
159.675246,62,107.122422
104.428893,50,107.308006
128.913016,54,107.504757
123.381283,54,107.702141
135.578627,58,107.9062
197.099766,72,108.157372
111.106688,50,108.332509
132.706798,55,108.528813
101.700264,49,108.701105
121.42364,53,108.887982
149.265525,59,109.103487
124.900045,54,109.295266
259.218478,85,109.604958
222.340366,77,109.879517
89.79653,47,110.043386
110.968111,51,110.233192
140.010002,57,110.439651
145.050349,59,110.646235
209.200186,75,110.917369
163.082368,63,111.137225
85.934481,46,111.300335
125.719522,54,111.5037
172.381613,65,111.731036
123.618795,55,111.927269
123.886304,54,112.117416
110.783588,51,112.299037
147.846801,59,112.517041
170.498848,64,112.743378
353.456779,107,113.115219
158.25109,63,113.345856
145.178374,60,113.559654
154.322022,61,113.777636
108.295887,51,113.958203
152.211569,61,114.560797
185.674048,68,114.811152
179.637752,67,115.0565
122.79871,54,115.250101
170.061399,65,115.48688
293.549897,94,115.823656
95.312852,47,115.989804
207.217701,73,116.251237
110.522927,52,116.438097
117.868777,52,116.6238
132.989523,56,116.825746
193.480427,70,117.071016
170.141247,64,117.298168
204.555498,73,117.56246
114.081952,52,117.74732
192.041489,71,117.997763
98.623242,50,118.174995
135.159797,58,118.387082
104.7386,49,118.563034
113.585684,53,118.75106
99.239976,49,118.925292
151.076526,59,119.130973
183.908528,69,119.384043
127.983155,56,119.592767
109.816253,50,119.769089
143.511929,58,119.974951
173.022696,65,120.209779
134.196346,56,120.41176
225.160908,78,120.691312
124.249815,54,120.880798
190.22736,70,121.130255
121.473487,52,121.316799
139.283554,57,121.520881
307.242676,96,122.324013
134.680897,57,122.542653
133.578135,56,122.749115
103.867356,50,122.932409
98.772278,48,123.105098
121.831936,53,123.292349
144.938359,57,123.521607
87.9666,46,123.692528
115.45373,52,123.884033
135.979665,57,124.093847
117.417244,52,124.28393
135.571384,56,124.486475
127.48441,56,124.692614
105.12803,50,124.867298
152.285887,61,125.081858
111.757181,51,125.268671
119.075792,53,125.461747
99.660126,48,125.630445
99.083744,48,125.806652
219.942711,77,126.07779
118.085412,54,126.268857
208.824243,73,126.540018
184.642294,68,126.784279
338.568371,104,127.1522
108.982044,51,127.334729
126.391318,55,127.536036
112.04322,52,127.721437
123.466783,53,127.910523
153.163379,61,128.124915
99.17416,49,128.301091
127.797963,55,128.50458
132.097394,56,128.701713
241.663244,81,128.990978
141.202865,58,129.199007
169.080668,64,129.424391
122.682414,54,130.021438
107.374071,51,130.245437
181.482468,67,130.494736
135.071676,57,130.703945
184.647502,68,130.949123
190.197244,70,131.202515
97.163051,47,131.372682
133.563145,57,131.580882
178.724774,68,131.824297
124.452769,54,132.017033
121.652554,53,132.203827
134.12481,57,132.407474
93.842235,47,132.581937
106.922798,50,132.756098
139.329242,58,132.960772
123.821263,55,133.157272
116.552361,53,133.347317
167.908192,66,133.587907
185.396417,68,133.831937
159.69825,63,134.053328
132.757933,56,134.253484
113.543737,53,134.443263
178.609752,67,134.682016
111.605843,52,134.873882
85.070255,46,135.036863
97.356275,47,135.207788
154.939195,61,135.42148
141.367696,58,135.64192
125.861615,54,135.840503
100.662202,49,136.019742
123.11333,55,136.217416
111.573784,52,136.40399
255.031247,84,136.705783
147.336095,60,136.918103
126.106093,55,137.10626
113.692349,51,137.292467
120.415278,54,137.937497
122.892473,54,138.146568
105.935228,50,138.332625
136.877865,57,138.544784
146.828608,60,138.764776
150.751567,61,138.990651
94.955709,48,139.158914
159.969068,63,139.385525
139.443464,58,139.596259
194.287234,71,139.847358
108.046667,50,140.025719
207.242278,73,140.292662
115.039068,52,140.480509
161.094633,63,140.710347
166.681963,65,140.939245
198.971449,71,141.189184
144.979447,58,141.397256
108.42989,50,141.581711
138.742388,57,141.78878
130.731644,55,141.989562
223.296189,77,142.264862
147.861343,60,142.476643
161.833578,63,142.705737
139.5283,58,142.912041
142.66037,58,143.12165
190.633903,70,143.372663
118.347508,54,143.567271
140.123346,58,143.777107
143.007447,58,143.987021
211.465613,75,144.259177
198.013181,71,144.513869
110.35745,51,144.697605
135.62463,57,144.899136
133.386196,57,145.10477
163.066676,63,145.761214
124.046196,54,145.975141
141.819641,58,146.189579
185.680084,69,146.441939
107.084975,50,146.624584
124.37696,54,146.823328
243.727332,82,147.127497
133.4876,56,147.328036
147.622551,61,147.546061
199.314791,72,147.804574
113.750566,53,148.02402
174.078778,67,148.266379
109.829236,50,148.446168
130.246155,56,148.651238
289.056177,92,148.983341
112.287936,52,149.17965
106.897208,51,149.370174
121.911502,54,149.564307
133.111561,57,149.773165
122.593448,54,149.968506
100.917792,50,150.146466
170.106975,66,150.383275
148.620441,60,150.5927
146.729046,58,150.800911
151.07758,60,151.017499
97.662699,48,151.198936
170.879906,64,151.4287
99.618055,48,151.605803
101.204071,49,151.782674
125.470633,55,151.980141
152.412996,61,152.201609
135.573918,58,152.410252
182.973046,67,152.649148
108.938503,51,152.834904
132.063629,56,153.038155
137.881702,57,153.633061
115.989916,53,153.843394
203.070122,72,154.106644
90.465034,47,154.283743
332.882794,101,154.653937
113.616319,52,154.843836
119.959981,52,155.034461
104.022268,50,155.218729
78.971565,44,155.377595
121.094013,54,155.573511
145.2657,59,155.788346
82.767679,45,155.947948
164.807213,64,156.177821
125.496664,54,156.375644
134.99304,57,156.585751
159.283138,63,156.821162
200.886747,73,157.082468
103.452078,49,157.254778
244.127346,85,157.558068
106.25953,51,157.745505
170.001254,65,157.978877
103.407013,48,158.151575
130.2704,56,158.359256
92.744177,48,158.53287
108.480144,51,158.719483
151.261439,61,158.936837
198.948738,71,159.185673
153.429409,62,159.412043
127.018485,55,159.609167
118.986211,54,159.809501
101.837752,50,159.985168
244.725277,82,160.283797
152.067294,60,160.498528
169.159612,65,160.732632
136.522773,56,160.935472
85.867067,45,161.518942
134.515579,56,161.737891
121.770432,54,161.940728
191.369976,69,162.192722
172.836365,66,162.439814
126.119085,56,162.642152
347.248791,110,163.043236
229.89574,81,163.331584
132.753153,57,163.536815
130.628746,56,163.743681
100.498038,48,163.917966
139.742792,58,164.130448
121.254093,54,164.329371
188.865427,69,164.576311
107.483628,51,164.763192
124.894508,54,164.960899
126.277653,55,165.157932
92.036778,47,165.328161
269.065228,88,165.643966
219.068029,77,165.938351
120.267587,53,166.12845
184.229645,69,166.38278
174.45542,65,166.619922
166.01422,64,166.855198
150.716411,60,167.070029
281.349986,92,167.397864
103.164072,49,167.572549
145.328514,60,167.792028
123.350109,54,167.985939
336.060306,105,168.36119
112.010056,52,168.550082
134.35874,56,168.748384
129.671476,55,169.347064
114.024054,51,169.55529
162.244864,63,169.793503
194.799608,72,170.057931
150.231985,61,170.284954
135.708464,56,170.49459
292.186821,92,170.832685
268.453503,87,171.145807
231.345217,78,171.432967
104.627011,50,171.608768
169.904968,66,171.847398
169.897168,65,172.08557
81.514652,45,172.248738
111.598865,51,172.434787
151.297351,60,172.657358
313.693914,98,173.010854
85.660906,45,173.17648
104.382047,49,173.353989
99.317189,49,173.535197
115.035636,53,173.723902
107.990535,52,173.908566
110.228599,51,174.0954
126.777865,55,174.293053
201.392529,72,174.554878
130.318637,55,174.754373
129.284995,56,174.96094
203.961243,72,175.224379
134.836705,56,175.424168
88.457918,46,175.597533
138.624364,57,175.807231
263.939462,86,176.115168
109.949534,51,176.295103
133.977966,57,176.504882
156.115325,61,177.099478
146.609957,60,177.383937
127.179911,55,177.592575
106.239901,50,177.77438
130.316041,55,177.976967
113.08128,52,178.171867
137.839526,56,178.375812
148.168089,60,178.591719
221.561217,77,178.874046
140.982335,58,179.086703
118.437542,54,179.282011
108.466498,51,179.464022
152.023142,60,179.681792
134.452524,56,179.88782
202.464426,71,180.141979
254.936985,84,180.450614
104.779884,50,180.631429
157.483971,62,180.859289
122.051122,54,181.053629
114.334662,52,181.240612
117.042337,54,181.435827
93.936692,47,181.605463
130.487837,55,181.804267
104.147704,50,181.986009
193.479347,71,182.23841
259.121031,85,182.549844
190.22,70,182.801489
135.347414,57,183.015107
134.83847,57,183.220179
125.698226,55,183.423423
140.685601,58,183.633014
103.613706,50,183.806026
108.411948,50,183.993977
186.624018,69,184.245909
191.576038,69,184.495125
145.098458,58,185.114334
154.97619,61,185.37094
141.144556,59,185.589994
92.949001,47,185.797618
94.747475,48,186.01259
131.186466,56,186.227946
154.051499,61,186.456566
108.010653,51,186.641077
116.832485,53,186.835859
131.181316,56,187.048656
194.611256,70,187.301346
147.359355,60,187.519087
199.363338,72,187.788821
105.553635,50,187.973811
100.797148,50,188.150944
121.188003,53,188.345269
184.915675,69,188.593761
155.499733,62,188.817887
100.587075,48,188.990838
224.610246,79,189.300775
119.680132,54,189.502363
173.114837,66,189.74636
103.652187,49,189.927577
225.615759,77,190.225669
120.963021,54,190.422221
132.029898,55,190.628012
181.918376,68,190.875809
89.294245,47,191.051597
94.08309,47,191.222861
153.045772,60,191.438281
154.842326,61,191.661232
149.156799,59,191.877763
158.830883,63,192.10826
144.020216,59,192.323242
202.209857,73,192.592447
221.952444,77,193.332318
234.269896,80,193.635772
161.483627,62,193.865113
150.523135,59,194.08479
134.535416,57,194.298404
164.470348,63,194.532984
97.639479,48,194.706738
99.585288,48,194.888771
89.519564,46,195.05966
99.373314,49,195.243548
173.782984,65,195.480822
96.318257,48,195.656273
126.752786,56,195.864892
125.005557,55,196.077996
134.065056,56,196.284939
267.028467,88,196.632907
159.134887,63,196.862433
163.054813,63,197.09327
136.531645,57,197.304787
317.074031,100,197.667909
115.78555,54,197.869357
110.630417,51,198.057678
142.848235,59,198.269804
136.433551,58,198.480897
211.173169,74,198.745864
86.98231,46,198.914962
132.697319,57,199.124568
221.725883,77,199.400398
108.985832,51,199.58845
268.909416,87,199.902097
112.835432,51,200.090063
165.564065,63,200.320209
147.453525,59,200.531751
146.244998,59,201.170741
157.614388,61,201.448635
140.506695,59,201.671143
110.695547,51,201.855942
131.789942,57,202.066534
168.716848,65,202.302469
112.045148,52,202.49032
110.117651,51,202.680135
151.261422,61,202.900664
145.401989,59,203.12538
113.599067,52,203.320538
218.008852,76,203.595061
194.830392,71,203.855003
121.749743,54,204.053573
144.748868,58,204.264927
214.751977,75,204.540485
233.853573,80,204.832332
272.750123,88,205.155729
259.022194,85,205.466555
132.914196,57,205.67406
157.73994,61,205.89532
149.264188,59,206.112758
124.643922,55,206.317398
123.200234,55,206.517648
165.021668,64,206.751449
162.128559,62,206.975867
125.752985,54,207.175562
185.037388,68,207.425151
235.745265,80,207.714293
165.498267,65,207.948721
271.567754,88,208.270343
171.978268,66,208.50909
141.400004,58,209.145584
113.561244,52,209.39318
141.418438,59,209.621089
105.656519,50,209.81052
151.901877,61,210.033456
201.680479,72,210.301267
117.237747,53,210.495602
99.278574,49,210.67125
135.464991,57,210.877778
166.253253,64,211.115602
151.98181,60,211.338083
118.903567,53,211.532346
106.218221,49,211.712728
134.720002,57,211.917578
106.840176,51,212.100752
125.532045,55,212.304309
102.889529,50,212.487491
143.367834,58,212.700283
92.619103,47,212.872615
121.203566,53,213.059815
119.846733,54,213.259034
121.255216,54,213.46014
135.849388,57,213.664985
136.774943,58,213.873828
133.797938,57,214.080353
123.295433,56,214.287387
178.927637,66,214.528995
260.712831,86,214.846554
140.42087,58,215.056252
90.970611,47,215.235854
268.738748,87,215.553835
147.133035,59,215.771986
154.07261,63,215.997142
109.793032,52,216.191839
133.718528,56,216.401132
108.071564,51,216.59001
174.070201,66,217.310848
97.099636,48,217.492379
98.51412,48,217.676074
139.814204,58,217.893734
135.287269,56,218.101067
105.579289,51,218.29453
120.46797,52,218.484942
179.678098,68,218.7338
183.813342,68,218.981924
136.135085,56,219.188185
168.661472,65,219.431044
285.348795,93,219.767498
102.875508,50,219.94574
154.923369,63,220.180097
136.702527,57,220.391919
138.61181,58,220.606617
125.517649,54,220.800906
143.551171,59,221.014347
153.991452,61,221.243358
198.647939,72,221.506171
143.593451,58,221.715179
138.264299,59,221.92725
192.280494,70,222.179209
222.066293,77,222.467885
138.368022,58,222.677469
146.75726,59,222.889049
112.599965,52,223.076854
153.303491,61,223.306165
144.968927,59,223.520036
145.055333,60,223.742422
172.764393,65,223.982149
246.25044,84,224.295682
156.512184,62,224.522531
146.196031,59,225.122031
131.514247,55,225.388831
119.318798,53,225.587477
136.286946,57,225.800429
160.704403,63,226.043555
128.981085,55,226.252179
127.862201,56,226.462161
144.793003,59,226.68093
112.366479,52,226.869773
137.762875,57,227.07662
133.68308,57,227.288341
105.967736,49,227.468775
121.869957,54,227.663738
88.352031,45,227.829464
130.015103,55,228.029111
143.139746,59,228.241622
124.27445,54,228.442575
99.464288,49,228.623696
403.852757,120,229.062271
127.356108,54,229.26207
136.271436,58,229.475147
137.112254,57,229.680652
108.036757,50,229.860075
123.037204,54,230.057168
94.87444,47,230.237006
131.35717,56,230.448135
107.067269,50,230.625963
223.591498,78,230.91294
157.66164,61,231.131547
193.926143,70,231.390829
128.679115,55,231.594223
185.440646,70,231.848609
118.121541,52,232.037113
107.7618,51,232.221563
121.594686,54,232.42824
138.846458,57,232.633509
114.067285,51,233.242673
133.725118,56,233.466865
169.585162,64,233.705211
175.632825,66,233.949392
123.779899,54,234.144348
112.04289,51,234.345296
136.222392,57,234.604319
183.674177,68,234.904175
125.125599,55,235.147898
130.42864,56,235.393966
124.161407,53,235.623246
95.930867,47,235.815864
132.509557,56,236.029498
191.602119,70,236.30398
199.221736,72,236.577273
132.972211,57,236.798284
189.65978,70,237.053438
206.380506,73,237.343464
188.490982,69,237.606649
144.820325,60,237.825103
156.145332,63,238.074039
84.807948,46,238.250318
105.776695,51,238.449777
106.097176,50,238.642716
183.496856,67,238.883556
179.836519,67,239.124737
159.331165,62,239.358111
86.858164,46,239.530588
134.336612,56,239.735858
137.81131,57,239.947838
148.435941,61,240.172614
145.466883,59,240.393429
133.066834,56,240.598994
182.357781,68,240.847094
195.412812,71,241.616425
173.405064,66,241.89585
187.846104,69,242.146162
95.630134,48,242.326352
146.755479,60,242.546181
121.779062,54,242.741524
111.0488,51,242.9277
126.385639,55,243.129309
241.815296,81,243.427648
153.9531,60,243.649122
90.794937,48,243.821481
81.049,44,243.98578
117.106884,52,244.174004
115.468978,52,244.366232
123.911564,54,244.56699
109.411922,51,244.758701
227.038919,77,245.041815
122.312849,54,245.239318
231.86011,78,245.559416
132.800137,57,245.767135
147.231477,60,245.987108
126.406453,55,246.186862
96.408823,47,246.361619
113.665386,52,246.552715
89.3931,47,246.73038
171.536456,65,246.970657
111.628659,51,247.161729
172.668014,66,247.402275
110.942395,52,247.591758
111.492757,51,247.774676
145.322451,59,247.986441
92.907579,47,248.159153
178.707371,66,248.40454
130.99203,56,248.610055
210.442983,76,248.89021
152.739629,61,249.114029
109.362697,51,249.756577
127.632174,56,249.973712
121.782564,53,250.175167
154.185212,61,250.407705
159.867461,62,250.636155
142.76026,59,250.85533
121.75226,54,251.057323
199.873839,71,251.317421
139.13672,56,251.524788
137.480795,57,251.738897
153.332688,61,251.965413
130.114372,56,252.173883
192.014781,71,252.442338
109.334025,50,252.62718
96.879003,47,252.803559
96.945417,47,252.97826
252.92424,85,253.285297
82.146845,47,253.459846
163.063831,63,253.68911
136.031141,58,253.902845
157.3064,63,254.130983
147.914443,60,254.349246
121.280586,53,254.544939
184.883223,69,254.800695
148.469497,59,255.017257
106.18501,50,255.205058
193.580891,71,255.466877
118.024099,52,255.653221
115.282691,53,255.852475
190.67987,70,256.109559
144.845704,59,256.340533
196.158743,72,256.614466
123.97783,54,256.814511
168.680012,65,257.051904
135.95046,56,257.650875
85.935538,46,257.86227
155.538062,61,258.092475
129.903683,55,258.302029
184.275162,69,258.561054
120.287122,54,258.757659
285.811704,91,259.095256
104.666623,50,259.276505
89.064223,46,259.444076
185.836688,68,259.692777
193.064915,71,259.958372
202.365567,73,260.226441
161.799351,62,260.454793
119.137525,52,260.648987
136.169638,57,260.862162
192.970584,70,261.117724
155.861043,62,261.344189
165.889651,64,261.586229
236.064511,80,261.877496
157.284846,64,262.113292
126.002193,54,262.307763
189.682166,69,262.562989
142.792811,59,262.776577
120.730585,53,262.972828
82.448217,45,263.136519
115.810074,52,263.331147
154.378793,61,263.555236
141.265365,57,263.761425
154.269459,61,263.992418
104.254136,50,264.172541
188.262765,69,264.427946
210.175925,74,264.705228
168.924123,65,264.949836
160.734263,63,265.183347
110.727321,52,265.834097
115.445257,53,266.044011
156.815832,62,266.27833
104.631182,50,266.465328
145.551584,60,266.689518
126.484445,55,266.891573
147.947836,61,267.120289
116.720277,53,267.316293
97.778736,48,267.494109
144.331933,59,267.71606
86.802925,46,267.883114
227.644428,79,268.177194
